,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance,year,Month,Date,Day,Hour,Minute
9931,5.3,2011-12-15 16:33:00,-73.97109,40.75765,-73.98028199999999,40.745459999999994,5.0,1.5610305769810515,2011,12,15,3,16,33
9932,4.9,2012-03-11 18:55:30,-73.98036,40.765827,-73.965197,40.758278000000004,1.0,1.5282316415337844,2012,3,11,6,18,55
9933,5.0,2013-05-31 22:35:00,-73.955688,40.772277,-73.965875,40.773815,1.0,0.8747097979062394,2013,5,31,4,22,35
9934,10.5,2010-05-19 09:56:00,-73.98849,40.746970000000005,-73.98225699999999,40.765075,2.0,2.08051427646204,2010,5,19,2,9,56
9935,5.7,2011-01-15 02:02:00,-73.997508,40.756646999999994,-73.985258,40.755421999999996,1.0,1.0407665047585708,2011,1,15,5,2,2
9936,7.5,2013-05-18 16:16:15,-73.957611,40.776553,-73.975976,40.75285,1.0,3.0559580468136787,2013,5,18,5,16,16
9937,10.5,2014-07-30 01:21:45,-74.00431,40.742381,-73.984669,40.72165,1.0,2.8377343547757032,2014,7,30,2,1,21
9938,5.0,2015-05-06 07:07:06,-73.96427917,40.75654602,-73.96424103,40.76479721,1.0,0.9174960901771888,2015,5,6,2,7,7
9939,6.5,2015-05-07 07:49:52,-73.96554565,40.76291656,-73.95687866,40.77008057,1.0,1.0804318554567405,2015,5,7,3,7,49
9940,5.0,2013-10-01 22:54:00,-73.98575699999999,40.722927,-73.978607,40.729682000000004,1.0,0.9629145330384111,2013,10,1,1,22,54
9941,13.0,2013-12-17 21:25:10,-73.96807700000001,40.765504,-74.000807,40.734643,1.0,4.401966839926797,2013,12,17,1,21,25
9943,8.5,2011-12-01 19:11:00,-73.968013,40.751647999999996,-73.984505,40.727158,1.0,3.0571607327164103,2011,12,1,3,19,11
9944,10.0,2014-10-14 07:27:00,-73.964148,40.792542,-73.946925,40.772187,1.0,2.6880637751930383,2014,10,14,1,7,27
9945,5.3,2012-06-03 08:26:00,-73.99767,40.765295,-73.986327,40.768975,5.0,1.0392117221574664,2012,6,3,6,8,26
9948,4.9,2011-08-09 02:45:00,-73.98818,40.75931,-73.998235,40.756667,1.0,0.8964477394797892,2011,8,9,1,2,45
9949,11.0,2012-11-26 08:38:54,-73.979323,40.75264,-74.00535,40.728916999999996,1.0,3.430240566450123,2012,11,26,0,8,38
9950,12.5,2013-03-30 19:01:43,-73.968147,40.800429,-73.947441,40.834478999999995,1.0,4.16789406822684,2013,3,30,5,19,1
9951,7.5,2013-04-05 09:38:00,-73.990172,40.729017,-73.997132,40.739957000000004,1.0,1.350445940575416,2013,4,5,4,9,38
9952,12.1,2010-01-22 18:19:00,-73.988665,40.722505,-73.967943,40.76785,1.0,5.335781152293964,2010,1,22,4,18,19
9953,7.3,2012-02-12 00:22:10,-73.964827,40.755871,-73.94903199999999,40.784817,1.0,3.4826602478905704,2012,2,12,6,0,22
9954,7.0,2012-11-25 09:18:00,-74.000035,40.730522,-73.988507,40.738332,1.0,1.3029310973126416,2012,11,25,6,9,18
9955,13.0,2014-09-28 20:16:00,-74.007745,40.741017,-73.984377,40.763307,1.0,3.1650773525846834,2014,9,28,6,20,16
9956,4.1,2010-07-08 22:12:32,-73.957686,40.774363,-73.957686,40.774363,1.0,0.0,2010,7,8,3,22,12
9957,6.0,2012-10-08 15:25:44,-73.959781,40.779551,-73.944282,40.776359,2.0,1.3524510208742138,2012,10,8,0,15,25
9960,12.5,2011-08-13 23:52:18,-73.940035,40.84088,-73.948934,40.796653000000006,1.0,4.974506443087939,2011,8,13,5,23,52
9961,14.5,2012-11-14 07:12:00,-74.00826500000001,40.721807,-73.973017,40.752862,6.0,4.554536762344592,2012,11,14,2,7,12
9962,5.0,2015-05-18 15:23:54,-73.98003387,40.75593185,-73.97317505,40.75812912,1.0,0.6272490107105368,2015,5,18,0,15,23
9963,6.1,2010-09-22 08:14:00,-73.937342,40.758287,-73.941982,40.757068,1.0,0.4136547887055562,2010,9,22,2,8,14
9964,12.1,2010-05-28 23:30:00,-73.994275,40.745805,-73.967215,40.79842,1.0,6.278621964138466,2010,5,28,4,23,30
9966,4.1,2012-06-20 22:40:00,-73.98019000000001,40.745752,-73.988873,40.741487,2.0,0.8717836880534404,2012,6,20,2,22,40
9968,5.7,2012-01-31 07:31:21,-73.951217,40.774457,-73.935237,40.796527000000005,1.0,2.798670426595131,2012,1,31,1,7,31
9969,4.1,2009-01-04 11:35:34,-73.990202,40.761666,-73.99641899999999,40.753257,1.0,1.0716811304148304,2009,1,4,6,11,35
9970,6.9,2009-12-29 16:29:00,-73.984122,40.759904999999996,-73.978205,40.760717,1.0,0.5064684955328533,2009,12,29,1,16,29
9971,5.7,2010-08-10 08:35:27,-73.98665799999999,40.762485,-73.96990600000001,40.763591,1.0,1.4162177545015613,2010,8,10,1,8,35
9972,7.3,2012-03-27 17:10:21,-73.991844,40.751864000000005,-73.9919,40.763994,1.0,1.3488027073705433,2012,3,27,1,17,10
9973,14.0,2012-10-04 16:20:52,-74.00316600000001,40.749417,-73.971673,40.748692,2.0,2.654150195573235,2012,10,4,3,16,20
9974,9.0,2013-07-10 07:53:42,-73.999104,40.734496,-73.98491899999999,40.759059,1.0,2.9812476451224765,2013,7,10,2,7,53
9975,11.5,2014-10-08 08:42:00,-73.99839,40.73535,-73.98065,40.75982,4.0,3.104322951177049,2014,10,8,2,8,42
9976,17.0,2014-11-03 12:23:32,-73.989868,40.740854,-73.962845,40.77556,1.0,4.480331249101953,2014,11,3,0,12,23
9977,7.0,2013-01-02 17:06:35,-73.965804,40.774252000000004,-73.975974,40.760242,4.0,1.7777549081950257,2013,1,2,2,17,6
9978,8.5,2012-01-05 22:59:00,-73.966063,40.762152,-73.98859499999999,40.74265,1.0,2.8818010088788646,2012,1,5,3,22,59
9979,7.3,2012-01-12 18:56:07,-74.006225,40.723145,-73.99508,40.736557,1.0,1.7623965587631296,2012,1,12,3,18,56
9980,5.5,2012-11-09 17:47:00,-74.00531,40.751275,-74.003412,40.743545000000005,2.0,0.8742813638092959,2012,11,9,4,17,47
9981,4.5,2014-03-16 17:19:04,-73.951987,40.778242,-73.95094499999999,40.775096000000005,1.0,0.36065472715541524,2014,3,16,6,17,19
9982,6.5,2012-02-26 17:03:11,-73.976225,40.76402,-73.999057,40.760783,2.0,1.9563457942651534,2012,2,26,6,17,3
9983,7.7,2009-10-10 14:53:08,-73.98098399999999,40.747171,-73.963432,40.769181,1.0,2.859247298246201,2009,10,10,5,14,53
9985,12.5,2013-02-13 15:13:25,-74.00588,40.750858,-74.008802,40.718777,1.0,3.5757301730392648,2013,2,13,2,15,13
9986,4.5,2013-04-07 07:15:14,-73.994545,40.75034,-74.004697,40.75228,1.0,0.881949412508338,2013,4,7,6,7,15
9987,13.0,2013-09-14 07:33:00,-73.98468000000001,40.744541999999996,-73.94709300000001,40.77989,1.0,5.0468113438776605,2013,9,14,5,7,33
9988,6.1,2010-06-21 16:57:42,-73.96352399999999,40.757579,-73.947452,40.779540999999995,2.0,2.7920590715850064,2010,6,21,0,16,57
9989,5.7,2010-09-30 22:14:03,-73.991835,40.754777000000004,-73.982217,40.765473,1.0,1.4390094252435128,2010,9,30,3,22,14
9990,20.5,2013-04-29 17:01:00,-73.9469,40.784247,-73.994392,40.746328000000005,2.0,5.811668044998039,2013,4,29,0,17,1
9992,10.0,2015-03-21 17:17:58,-73.92735291,40.81879807,-73.93241882,40.7960968,2.0,2.560021594982909,2015,3,21,5,17,17
9993,6.5,2010-02-15 15:52:46,-74.004429,40.721271,-74.00646,40.739435,3.0,2.026982041998308,2010,2,15,0,15,52
9994,4.1,2010-08-27 08:45:01,-73.983616,40.756005,-73.976169,40.763282000000004,1.0,1.0237967225659705,2010,8,27,4,8,45
9995,11.7,2011-10-26 10:44:00,-73.988277,40.74897,-73.963712,40.773958,2.0,3.464212434725095,2011,10,26,2,10,44
9996,5.7,2011-12-16 15:37:00,-74.002112,40.748727,-73.992467,40.756252,1.0,1.1662736511008318,2011,12,16,4,15,37
9997,12.0,2013-11-16 22:47:17,-73.99209300000001,40.729071000000005,-73.97447,40.76305,2.0,4.059500022161348,2013,11,16,5,22,47
9998,6.5,2010-01-28 11:38:00,-73.992548,40.735652,-73.998802,40.723085,1.0,1.4934529049968457,2010,1,28,3,11,38
9999,10.5,2011-07-05 06:48:44,-73.9784,40.7517,-74.0105,40.7136,1.0,5.026300536420463,2011,7,5,1,6,48
10001,8.5,2014-07-19 17:43:37,-73.97878100000001,40.766801,-73.953289,40.788527,1.0,3.2316546533216854,2014,7,19,5,17,43
10003,6.5,2013-06-20 21:04:44,-73.897678,40.752456,-73.897678,40.752456,1.0,0.0,2013,6,20,3,21,4
10004,8.5,2009-01-01 16:52:00,-73.967647,40.763077,-73.977438,40.787096999999996,2.0,2.795254459803314,2009,1,1,3,16,52
10005,8.5,2012-11-15 08:38:00,-73.98276,40.766040000000004,-73.997777,40.751492,1.0,2.053441240065026,2012,11,15,3,8,38
10007,5.3,2010-03-09 13:00:00,-73.97999200000001,40.754668,-73.992003,40.740882,1.0,1.83674765062783,2010,3,9,1,13,0
10008,10.5,2011-11-20 00:52:00,-73.99287,40.73405,-73.991912,40.76313,1.0,3.234555357117085,2011,11,20,6,0,52
10009,8.9,2012-02-23 16:09:00,-73.978577,40.777148,-73.95734,40.766690000000004,1.0,2.1331927731724494,2012,2,23,3,16,9
10010,12.5,2013-01-05 10:51:16,-73.950599,40.771435,-73.984246,40.74257,1.0,4.281770943533568,2013,1,5,5,10,51
10014,6.9,2012-03-31 01:58:00,-74.003165,40.727502,-74.00755,40.737047,1.0,1.123828572878872,2012,3,31,5,1,58
10016,7.3,2009-12-10 23:52:00,-73.984577,40.760427,-73.982288,40.771557,1.0,1.2525230657957562,2009,12,10,3,23,52
10017,13.7,2011-04-12 13:57:00,-73.994422,40.720175,-73.994422,40.720175,1.0,0.0,2011,4,12,1,13,57
10018,22.1,2011-09-06 19:16:00,-73.88523,40.772953,-73.949285,40.784303,1.0,5.539193256474342,2011,9,6,1,19,16
10020,15.0,2014-05-23 20:37:00,-73.97818000000001,40.783032,-73.94841,40.834241999999996,1.0,6.221146494025608,2014,5,23,4,20,37
10021,9.3,2010-11-03 08:29:47,-73.982618,40.762243,-73.994139,40.739436,1.0,2.7153738899388316,2010,11,3,2,8,29
10022,8.5,2012-09-16 15:36:15,-73.992328,40.759225,-74.005785,40.73446,1.0,2.9779570415360435,2012,9,16,6,15,36
10024,9.3,2009-01-15 14:21:00,-73.951035,40.77433,-73.973575,40.794878000000004,1.0,2.9701536590120914,2009,1,15,3,14,21
10025,8.5,2013-09-14 23:13:51,-73.990779,40.760874,-73.986671,40.74749,1.0,1.5279302137126192,2013,9,14,5,23,13
10026,11.5,2014-06-23 04:54:00,-73.932748,40.758922,-73.975698,40.760787,4.0,3.6233986522887944,2014,6,23,0,4,54
10027,6.1,2009-05-07 20:40:32,-73.943446,40.80695,-73.960033,40.815087,1.0,1.663538967646223,2009,5,7,3,20,40
10028,6.5,2012-05-04 22:46:19,-73.98792900000001,40.732756,-74.0085,40.735293,1.0,1.756070459327475,2012,5,4,4,22,46
10029,6.0,2015-01-03 18:47:06,-73.9777832,40.75182343,-73.96858215,40.76239014,1.0,1.4075334599933091,2015,1,3,5,18,47
10030,5.7,2012-06-22 19:48:00,-73.989098,40.773102,-74.001997,40.758905,1.0,1.9162906600271312,2012,6,22,4,19,48
10031,7.0,2015-02-09 21:09:41,-74.00479126,40.74198151,-74.00063324,40.72996902,1.0,1.3809067538503876,2015,2,9,0,21,9
10032,16.5,2015-02-25 17:05:41,-73.95969391,40.77365112,-73.9901886,40.77570343,1.0,2.577959833689844,2015,2,25,2,17,5
10033,4.9,2012-03-23 09:50:19,-73.958811,40.772302,-73.955585,40.764469,1.0,0.9123762654464125,2012,3,23,4,9,50
10034,10.0,2013-02-27 00:42:00,-74.01223,40.708888,-73.986738,40.725716999999996,1.0,2.849128653071811,2013,2,27,2,0,42
10035,5.0,2014-03-11 18:39:44,-73.959631,40.771214,-73.95217,40.777705,1.0,0.9569023130868247,2014,3,11,1,18,39
10036,6.1,2010-01-01 09:29:53,-73.976055,40.765702000000005,-73.972871,40.756624,1.0,1.0444411885574088,2010,1,1,4,9,29
10037,6.0,2013-10-24 16:47:00,-73.97381800000001,40.755865,-73.965997,40.758662,3.0,0.7284767072396886,2013,10,24,3,16,47
10038,10.1,2009-04-07 09:38:02,-73.98985400000001,40.757571999999996,-73.971377,40.763742,1.0,1.7007259136249588,2009,4,7,1,9,38
10039,3.7,2009-07-21 20:15:17,-73.979476,40.746582000000004,-73.976253,40.751279,1.0,0.5886358139894262,2009,7,21,1,20,15
10040,9.7,2012-03-31 00:58:28,-74.00431400000001,40.742513,-73.987779,40.721338,4.0,2.7358811442723425,2012,3,31,5,0,58
10041,5.0,2013-02-02 00:26:00,-73.98871700000001,40.744145,-73.98043,40.737572,2.0,1.0107594897933248,2013,2,2,5,0,26
10042,4.5,2013-04-04 17:11:00,-74.011575,40.71559,-74.006002,40.717166999999996,1.0,0.5013581039173304,2013,4,4,3,17,11
10043,4.5,2009-05-12 06:58:06,-73.968579,40.768993,-73.978247,40.756831,1.0,1.5785623234936568,2009,5,12,1,6,58
10044,10.0,2013-02-27 17:00:00,-73.987797,40.758655,-73.952855,40.776767,1.0,3.565833148479088,2013,2,27,2,17,0
10045,3.7,2009-05-24 09:28:54,-73.974144,40.794056,-73.968025,40.796487,1.0,0.5817177275045146,2009,5,24,6,9,28
10046,5.7,2009-06-21 21:05:54,-74.00130300000001,40.741584,-73.989777,40.757062,1.0,1.9760577875660434,2009,6,21,6,21,5
10047,10.1,2011-07-15 21:20:07,-73.996911,40.71645,-73.99120500000001,40.681502,2.0,3.9156986954522712,2011,7,15,4,21,20
10048,16.0,2013-01-25 20:40:00,-74.00494499999999,40.718712,-73.98257,40.763546999999996,2.0,5.329907988629553,2013,1,25,4,20,40
10049,8.9,2009-06-27 21:39:00,-73.996593,40.731777,-73.982558,40.72314,1.0,1.5235038471100184,2009,6,27,5,21,39
10050,16.5,2012-09-16 03:44:00,-73.98883199999999,40.718692,-73.927752,40.70185,6.0,5.478328665204536,2012,9,16,6,3,44
10051,8.1,2009-11-12 18:36:41,-73.991576,40.750271000000005,-73.978916,40.762729,1.0,1.748155064273301,2009,11,12,3,18,36
10052,14.5,2011-01-13 10:26:43,-73.994967,40.740333,-73.969649,40.792856,1.0,6.217333229277493,2011,1,13,3,10,26
10053,6.1,2011-06-17 18:56:50,-73.98783399999999,40.7239,-73.982838,40.738737,3.0,1.7026600841800466,2011,6,17,4,18,56
10054,14.5,2012-03-14 03:47:29,-73.972999,40.748696,-73.948916,40.726409000000004,1.0,3.2029050930616623,2012,3,14,2,3,47
10056,9.5,2015-06-27 00:21:16,-74.00708008,40.73096085,-73.99101257,40.71766663,2.0,2.00463446035723,2015,6,27,5,0,21
10057,10.9,2010-10-14 07:50:59,-73.992754,40.757546999999995,-73.997704,40.721703999999995,1.0,4.00731942680819,2010,10,14,3,7,50
10058,7.3,2011-11-09 16:54:57,-73.95464100000001,40.783958,-73.975362,40.777121,1.0,1.903122660163857,2011,11,9,2,16,54
10059,9.5,2013-06-26 11:09:00,-73.964487,40.764936999999996,-73.953552,40.785107,6.0,2.4244611396488716,2013,6,26,2,11,9
10062,7.7,2009-07-10 21:09:00,-73.971127,40.754695,-73.99785,40.740491999999996,1.0,2.749891142839592,2009,7,10,4,21,9
10063,5.3,2009-11-20 19:43:20,-74.003977,40.726163,-73.994919,40.7402,1.0,1.7374489451466986,2009,11,20,4,19,43
10064,4.1,2010-01-08 15:14:34,-73.979786,40.746018,-73.988552,40.736627,4.0,1.278996942781031,2010,1,8,4,15,14
10065,12.9,2010-09-15 12:14:00,-73.99673299999999,40.737282,-73.928887,40.763682,3.0,6.424960375932765,2010,9,15,2,12,14
10066,10.0,2013-02-10 00:54:00,-74.006692,40.730815,-73.979505,40.727377000000004,1.0,2.322559446731795,2013,2,10,6,0,54
10067,4.5,2009-06-18 07:47:15,-73.993588,40.752272,-74.004168,40.756794,1.0,1.0232383581308684,2009,6,18,3,7,47
10068,8.5,2014-02-18 07:50:40,-73.98579000000001,40.772954,-73.97284,40.76463,1.0,1.4304000019948293,2014,2,18,1,7,50
10070,14.1,2009-08-20 14:02:59,-73.981235,40.781501,-73.96646899999999,40.76157,1.0,2.5412234484348546,2009,8,20,3,14,2
10071,7.7,2010-04-07 17:26:00,-73.9987,40.724965000000005,-73.985535,40.718277,1.0,1.3356441436488322,2010,4,7,2,17,26
10072,6.9,2010-05-13 13:05:14,-73.98760300000001,40.746181,-73.990543,40.734590000000004,1.0,1.3124455382522418,2010,5,13,3,13,5
10073,8.9,2012-02-23 18:02:00,-73.976547,40.753687,-73.98252,40.735537,1.0,2.0799719477214658,2012,2,23,3,18,2
10074,11.0,2014-01-23 23:25:24,-73.981916,40.762296,-73.983085,40.731503000000004,1.0,3.4254412431791983,2014,1,23,3,23,25
10075,9.0,2015-03-12 09:29:55,-73.98353577,40.73831558,-73.97485352,40.75034332,1.0,1.524367209642093,2015,3,12,3,9,29
10076,4.5,2015-05-24 17:43:38,-73.98269653,40.761913299999996,-73.97914124,40.75661469,2.0,0.6609081843673009,2015,5,24,6,17,43
10078,7.3,2012-05-03 07:39:07,-73.96535300000001,40.759124,-73.98190600000001,40.73411,1.0,3.111406350057403,2012,5,3,3,7,39
10079,6.5,2012-11-02 12:45:35,-73.991422,40.750245,-73.991487,40.735383,3.0,1.6525880724982387,2012,11,2,4,12,45
10080,6.5,2013-03-13 23:38:29,-73.95013,40.711087,-73.96663199999999,40.71058,1.0,1.3920457827890413,2013,3,13,2,23,38
10081,8.5,2010-04-24 23:14:09,-73.987876,40.759642,-73.964311,40.776253000000004,2.0,2.7110769912445893,2010,4,24,5,23,14
10082,6.9,2011-07-13 19:21:00,-73.973238,40.758075,-73.987515,40.743613,1.0,2.008067805526641,2011,7,13,2,19,21
10083,4.9,2010-09-22 08:53:47,-73.973836,40.747454,-73.966422,40.755736,1.0,1.112705455285526,2010,9,22,2,8,53
10084,4.5,2012-10-16 19:52:00,-73.966382,40.804733,-73.973167,40.798157,1.0,0.9278168605152625,2012,10,16,1,19,52
10086,4.1,2010-08-13 06:52:12,-73.996633,40.737293,-73.984662,40.728832000000004,1.0,1.3793269632961336,2010,8,13,4,6,52
10087,8.5,2013-01-01 19:45:00,-73.988453,40.756917,-73.981713,40.768297,5.0,1.386889290310391,2013,1,1,1,19,45
10088,14.1,2009-12-28 23:04:50,-74.007777,40.740619,-73.958078,40.774587,2.0,5.638185781730149,2009,12,28,0,23,4
10089,6.9,2011-12-12 18:33:00,-73.96386,40.807875,-73.943535,40.81438,1.0,1.8571960415225752,2011,12,12,0,18,33
10090,7.5,2013-02-03 02:19:53,-73.98840600000001,40.718738,-74.009062,40.725829,2.0,1.910982790237668,2013,2,3,6,2,19
10092,10.1,2012-05-25 08:29:00,-73.98420300000001,40.695202,-73.99295699999999,40.719462,3.0,2.796687901008078,2012,5,25,4,8,29
10093,6.5,2014-12-23 08:15:51,-73.97027299999999,40.797253000000005,-73.973201,40.785199,1.0,1.362820757566803,2014,12,23,1,8,15
10094,4.0,2015-02-02 12:52:45,-73.99709320000001,40.73672867,-74.00313568,40.73316574,1.0,0.6451042018866782,2015,2,2,0,12,52
10095,11.0,2013-02-10 11:39:00,-73.98298299999999,40.771609999999995,-73.97053000000001,40.752772,1.0,2.3425927573770307,2013,2,10,6,11,39
10096,7.0,2014-03-14 16:11:53,-73.997912,40.735754,-73.99452,40.750429,1.0,1.6566183937086736,2014,3,14,4,16,11
10097,6.1,2009-11-06 18:35:00,-73.976935,40.782603,-73.982295,40.771397,2.0,1.3252695282500326,2009,11,6,4,18,35
10098,12.5,2012-01-20 11:46:00,-73.995998,40.744265000000006,-73.960365,40.77878,2.0,4.871969304726773,2012,1,20,4,11,46
10099,6.0,2013-12-21 19:05:42,-73.991108,40.750246999999995,-74.002147,40.734922,1.0,1.9413213131292952,2013,12,21,5,19,5
10101,11.5,2015-04-28 21:58:44,-73.9618988,40.77383041,-73.98819733,40.73929977,1.0,4.432769330239371,2015,4,28,1,21,58
10102,6.5,2013-09-11 09:33:46,-73.955196,40.788472999999996,-73.963851,40.792706,1.0,0.8674376101904316,2013,9,11,2,9,33
10103,7.0,2013-12-17 22:47:00,-73.974614,40.742065000000004,-73.990427,40.750890000000005,1.0,1.6545313943235371,2013,12,17,1,22,47
10104,4.1,2009-11-26 15:36:00,-73.96981,40.784757,-73.97887,40.787721999999995,2.0,0.8309768567834229,2009,11,26,3,15,36
10106,18.0,2013-10-04 18:41:00,-73.971152,40.693202,-73.984798,40.73956,1.0,5.28151426002658,2013,10,4,4,18,41
10107,6.9,2009-11-27 23:32:00,-73.98832800000001,40.737807000000004,-74.006848,40.727278000000005,5.0,1.9508515194000733,2009,11,27,4,23,32
10108,4.9,2010-01-14 13:01:00,-73.985175,40.747398,-73.990042,40.73519,1.0,1.4180440092498399,2010,1,14,3,13,1
10109,3.0,2013-03-03 21:45:49,-73.974369,40.756662,-73.975837,40.756085999999996,1.0,0.1392521597554292,2013,3,3,6,21,45
10110,4.1,2010-11-14 10:49:54,-73.997093,40.733379,-73.996651,40.742658,1.0,1.0324495448017557,2010,11,14,6,10,49
10112,6.5,2013-07-31 22:40:00,-73.947582,40.783807,-73.95392199999999,40.7661,6.0,2.0400223128170167,2013,7,31,2,22,40
10113,7.7,2009-12-09 15:21:00,-73.95461800000001,40.76558,-73.952228,40.781197,1.0,1.7481546517001025,2009,12,9,2,15,21
10114,6.9,2012-03-16 04:02:04,-73.98213299999999,40.743032,-74.008122,40.739118,1.0,2.2323744025266428,2012,3,16,4,4,2
10115,9.0,2012-10-03 17:18:16,-73.972196,40.756862,-73.98966899999999,40.739345,1.0,2.441410337089746,2012,10,3,2,17,18
10116,8.5,2013-01-19 11:18:00,-73.93647,40.798882,-73.956523,40.778422,1.0,2.8330133389271737,2013,1,19,5,11,18
10117,11.0,2015-06-17 19:06:09,-73.97509766,40.75417328,-73.99292755,40.72832108,6.0,3.2434464660542006,2015,6,17,2,19,6
10119,4.5,2011-10-15 17:57:16,-73.955704,40.776505,-73.962047,40.778847,1.0,0.5942016153133932,2011,10,15,5,17,57
10120,8.0,2014-02-24 19:54:00,-74.000357,40.711220000000004,-73.99443000000001,40.697907,2.0,1.5623753966821263,2014,2,24,0,19,54
10121,10.0,2015-03-23 19:22:16,-73.98830414,40.74380875,-73.98209381,40.76774216,1.0,2.7121961611121113,2015,3,23,0,19,22
10122,13.0,2015-05-14 18:10:04,-73.97851563,40.76220322,-73.97993469,40.75463867,1.0,0.8495890108218187,2015,5,14,3,18,10
10123,9.3,2009-04-28 14:28:00,-73.962303,40.779237,-73.978817,40.761915,4.0,2.375685857556897,2009,4,28,1,14,28
10124,6.5,2012-02-22 19:37:29,-73.955392,40.772725,-73.97529499999999,40.7772,1.0,1.7482567497248283,2012,2,22,2,19,37
10125,6.0,2012-09-09 17:55:00,-73.97934000000001,40.75529,-73.981107,40.767802,1.0,1.3992078649510202,2012,9,9,6,17,55
10126,17.5,2013-02-27 13:41:40,-73.965453,40.800342,-73.970832,40.75874,2.0,4.648050081990635,2013,2,27,2,13,41
10127,13.5,2013-12-01 04:30:00,-73.986215,40.722507,-73.94420699999999,40.695184999999995,1.0,4.665549724361781,2013,12,1,6,4,30
10128,10.9,2009-01-17 12:53:00,-73.98432700000001,40.746021999999996,-73.965585,40.790303,4.0,5.170609565633042,2009,1,17,5,12,53
10129,18.5,2014-09-20 08:39:00,-73.992343,40.748321999999995,-74.009957,40.701825,1.0,5.379076976643878,2014,9,20,5,8,39
10130,8.5,2012-11-10 00:39:00,-73.957217,40.672517,-73.96676,40.693355,1.0,2.4528312632335547,2012,11,10,5,0,39
10131,7.5,2015-01-17 22:38:51,-74.00664520000001,40.74288559,-73.99623108,40.76229858,1.0,2.330061834545898,2015,1,17,5,22,38
10133,4.1,2011-05-05 06:59:09,-73.985124,40.732449,-73.97676700000001,40.739247,1.0,1.033042475400577,2011,5,5,3,6,59
10134,4.9,2011-09-21 15:40:51,-73.961177,40.760635,-73.950533,40.775453999999996,2.0,1.8758285917621953,2011,9,21,2,15,40
10135,9.3,2011-10-28 14:37:00,-73.970125,40.789377,-73.96086899999999,40.772283,1.0,2.054332463837297,2011,10,28,4,14,37
10137,9.0,2014-10-02 14:10:00,-73.994522,40.745397,-73.990222,40.732932,1.0,1.4326083569818493,2014,10,2,3,14,10
10140,4.1,2009-04-24 16:02:59,-73.993152,40.752189,-73.993057,40.755648,2.0,0.3847064838200101,2009,4,24,4,16,2
10141,12.5,2011-06-15 11:05:00,-73.95754000000001,40.769527000000004,-73.97742,40.758604999999996,5.0,2.068373658663015,2011,6,15,2,11,5
10142,7.7,2011-07-25 17:48:00,-73.97999,40.74309,-73.961508,40.760425,2.0,2.477748113527965,2011,7,25,0,17,48
10143,4.0,2013-09-07 20:17:04,-73.968541,40.754205,-73.971133,40.748385999999996,1.0,0.6828886740203999,2013,9,7,5,20,17
10144,4.9,2009-03-10 08:09:06,-73.98161,40.783421000000004,-73.967563,40.78751,1.0,1.2670414846195848,2009,3,10,1,8,9
10145,7.7,2010-10-21 21:12:00,-73.964805,40.806898,-73.969015,40.7877,2.0,2.163936339582961,2010,10,21,3,21,12
10146,4.9,2011-04-13 20:13:24,-73.957651,40.717892,-73.94212399999999,40.725834000000006,2.0,1.5786305402032919,2011,4,13,2,20,13
10147,4.9,2010-07-28 02:44:20,-73.988612,40.722256,-73.989672,40.733497,1.0,1.2531295738289365,2010,7,28,2,2,44
10148,10.0,2012-10-24 01:07:54,-74.005115,40.729284,-73.993725,40.761911,3.0,3.752700846542295,2012,10,24,2,1,7
10149,13.0,2014-01-04 13:35:11,-73.981439,40.78175,-73.991024,40.760782,1.0,2.4672979043926326,2014,1,4,5,13,35
10150,6.5,2009-02-14 03:25:00,-74.006782,40.73944,-74.00513199999999,40.721583,5.0,1.9904693833546248,2009,2,14,5,3,25
10151,4.5,2010-12-06 14:20:00,-73.992563,40.7427,-73.98299200000001,40.740423,1.0,0.845155047599761,2010,12,6,0,14,20
10152,3.7,2011-05-02 14:43:00,-73.989538,40.737573,-73.986537,40.73984,1.0,0.3570314983725414,2011,5,2,0,14,43
10153,6.1,2011-05-23 12:41:00,-73.981202,40.760095,-73.97098299999999,40.761133,1.0,0.8683890149557021,2011,5,23,0,12,41
10154,6.5,2011-06-01 18:26:03,-73.992051,40.750575,-73.98536,40.739876,1.0,1.3164545122483944,2011,6,1,2,18,26
10155,7.7,2010-04-30 22:37:00,-73.98515,40.747772999999995,-73.983643,40.762408,1.0,1.6322808917136842,2010,4,30,4,22,37
10156,10.5,2013-02-13 14:05:31,-73.968781,40.758091,-73.945444,40.773439,1.0,2.6029360100285657,2013,2,13,2,14,5
10157,6.0,2014-11-12 11:00:00,-73.98122,40.77401,-73.98221,40.762240000000006,1.0,1.3114171318749002,2014,11,12,2,11,0
10158,8.5,2010-02-24 14:54:00,-73.991178,40.770527,-73.96606,40.758763,1.0,2.4871813659503608,2010,2,24,2,14,54
10159,6.1,2011-03-26 13:37:10,-73.980729,40.733923,-73.977283,40.751738,1.0,2.0020978165689374,2011,3,26,5,13,37
10161,8.5,2012-11-21 12:07:00,-73.984325,40.742645,-73.99120699999999,40.754477,1.0,1.437723445997473,2012,11,21,2,12,7
10163,8.5,2012-07-19 06:01:00,-73.950108,40.780068,-73.977482,40.742545,5.0,4.766978004827358,2012,7,19,3,6,1
10164,12.9,2009-10-03 23:58:25,-73.95272800000001,40.714175,-73.89662299999999,40.746317,1.0,5.926493317690281,2009,10,3,5,23,58
